GOV,Level of government,TAX,Revenue category,Year,Value
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2009,0.0
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2010,0.0
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2011,0.0
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2012,0.0
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2013,6.895
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2014,6.921
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2015,7.588
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2016,7.746
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2017,6.967
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2018,3.756
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2019,7.13
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2020,3.459
FED,Federal or Central government,1210_L02_LSO,Gambling levy,2021,3.775
NES,Total,1210_L02_LSO,Gambling levy,2004,0.0
NES,Total,1210_L02_LSO,Gambling levy,2005,0.0
NES,Total,1210_L02_LSO,Gambling levy,2006,0.0
NES,Total,1210_L02_LSO,Gambling levy,2007,0.0
NES,Total,1210_L02_LSO,Gambling levy,2008,0.0
NES,Total,1210_L02_LSO,Gambling levy,2009,0.0
NES,Total,1210_L02_LSO,Gambling levy,2010,0.0
NES,Total,1210_L02_LSO,Gambling levy,2011,0.0
NES,Total,1210_L02_LSO,Gambling levy,2012,0.0
NES,Total,1210_L02_LSO,Gambling levy,2013,6.895
NES,Total,1210_L02_LSO,Gambling levy,2014,6.921
NES,Total,1210_L02_LSO,Gambling levy,2015,7.588
NES,Total,1210_L02_LSO,Gambling levy,2016,7.746
NES,Total,1210_L02_LSO,Gambling levy,2017,6.967
NES,Total,1210_L02_LSO,Gambling levy,2018,3.756
NES,Total,1210_L02_LSO,Gambling levy,2019,7.13
NES,Total,1210_L02_LSO,Gambling levy,2020,3.459
NES,Total,1210_L02_LSO,Gambling levy,2021,3.775
FED,Federal or Central government,1220,1220 On capital gains of corporates,2004,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2005,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2006,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2007,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2008,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2009,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2010,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2011,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2012,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2013,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2014,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2015,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2016,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2017,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2018,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2019,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2020,0.0
FED,Federal or Central government,1220,1220 On capital gains of corporates,2021,0.0
NES,Total,1220,1220 On capital gains of corporates,2004,0.0
NES,Total,1220,1220 On capital gains of corporates,2005,0.0
NES,Total,1220,1220 On capital gains of corporates,2006,0.0
NES,Total,1220,1220 On capital gains of corporates,2007,0.0
NES,Total,1220,1220 On capital gains of corporates,2008,0.0
NES,Total,1220,1220 On capital gains of corporates,2009,0.0
NES,Total,1220,1220 On capital gains of corporates,2010,0.0
NES,Total,1220,1220 On capital gains of corporates,2011,0.0
NES,Total,1220,1220 On capital gains of corporates,2012,0.0
NES,Total,1220,1220 On capital gains of corporates,2013,0.0
NES,Total,1220,1220 On capital gains of corporates,2014,0.0
NES,Total,1220,1220 On capital gains of corporates,2015,0.0
NES,Total,1220,1220 On capital gains of corporates,2016,0.0
NES,Total,1220,1220 On capital gains of corporates,2017,0.0
NES,Total,1220,1220 On capital gains of corporates,2018,0.0
NES,Total,1220,1220 On capital gains of corporates,2019,0.0
NES,Total,1220,1220 On capital gains of corporates,2020,0.0
NES,Total,1220,1220 On capital gains of corporates,2021,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2004,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2005,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2006,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2007,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2008,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2009,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2010,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2011,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2012,0.0
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2013,15.287
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2014,22.821
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2015,34.087
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2016,48.174
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2017,33.419
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2018,33.225
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2019,29.26
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2020,30.593
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2021,40.64
NES,Total,1300,1300 Unallocable between 1100 and 1200,2004,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2005,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2006,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2007,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2008,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2009,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2010,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2011,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2012,0.0
NES,Total,1300,1300 Unallocable between 1100 and 1200,2013,15.287
NES,Total,1300,1300 Unallocable between 1100 and 1200,2014,22.821
NES,Total,1300,1300 Unallocable between 1100 and 1200,2015,34.087
NES,Total,1300,1300 Unallocable between 1100 and 1200,2016,48.174
NES,Total,1300,1300 Unallocable between 1100 and 1200,2017,33.419
NES,Total,1300,1300 Unallocable between 1100 and 1200,2018,33.225
NES,Total,1300,1300 Unallocable between 1100 and 1200,2019,29.26
NES,Total,1300,1300 Unallocable between 1100 and 1200,2020,30.593
NES,Total,1300,1300 Unallocable between 1100 and 1200,2021,40.64
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2004,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2005,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2006,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2007,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2008,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2009,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2010,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2011,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2012,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2013,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2014,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2015,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2016,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2017,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2018,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2019,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2020,0.0
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2021,0.0
NES,Total,2000,2000 Social security contributions (SSC),2004,0.0
NES,Total,2000,2000 Social security contributions (SSC),2005,0.0
NES,Total,2000,2000 Social security contributions (SSC),2006,0.0
NES,Total,2000,2000 Social security contributions (SSC),2007,0.0
NES,Total,2000,2000 Social security contributions (SSC),2008,0.0
NES,Total,2000,2000 Social security contributions (SSC),2009,0.0
NES,Total,2000,2000 Social security contributions (SSC),2010,0.0
NES,Total,2000,2000 Social security contributions (SSC),2011,0.0
NES,Total,2000,2000 Social security contributions (SSC),2012,0.0
NES,Total,2000,2000 Social security contributions (SSC),2013,0.0
NES,Total,2000,2000 Social security contributions (SSC),2014,0.0
NES,Total,2000,2000 Social security contributions (SSC),2015,0.0
NES,Total,2000,2000 Social security contributions (SSC),2016,0.0
NES,Total,2000,2000 Social security contributions (SSC),2017,0.0
NES,Total,2000,2000 Social security contributions (SSC),2018,0.0
NES,Total,2000,2000 Social security contributions (SSC),2019,0.0
NES,Total,2000,2000 Social security contributions (SSC),2020,0.0
NES,Total,2000,2000 Social security contributions (SSC),2021,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2004,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2005,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2006,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2007,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2008,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2009,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2010,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2011,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2012,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2013,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2014,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2015,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2016,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2017,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2018,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2019,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2020,0.0
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2021,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2004,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2005,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2006,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2007,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2008,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2009,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2010,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2011,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2012,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2013,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2014,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2015,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2016,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2017,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2018,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2019,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2020,0.0
NES,Total,3000,3000 Taxes on payroll and workforce,2021,0.0
FED,Federal or Central government,5000,5000 Taxes on goods and services,2004,659.816
FED,Federal or Central government,5000,5000 Taxes on goods and services,2005,655.654
FED,Federal or Central government,5000,5000 Taxes on goods and services,2006,714.585
FED,Federal or Central government,5000,5000 Taxes on goods and services,2007,847.873
FED,Federal or Central government,5000,5000 Taxes on goods and services,2008,987.716
FED,Federal or Central government,5000,5000 Taxes on goods and services,2009,1034.976
FED,Federal or Central government,5000,5000 Taxes on goods and services,2010,1281.187
FED,Federal or Central government,5000,5000 Taxes on goods and services,2011,1369.552
FED,Federal or Central government,5000,5000 Taxes on goods and services,2012,1640.425
FED,Federal or Central government,5000,5000 Taxes on goods and services,2013,1732.3
FED,Federal or Central government,5000,5000 Taxes on goods and services,2014,2116.794
FED,Federal or Central government,5000,5000 Taxes on goods and services,2015,2220.954
FED,Federal or Central government,5000,5000 Taxes on goods and services,2016,2260.606
FED,Federal or Central government,5000,5000 Taxes on goods and services,2017,2519.342
FED,Federal or Central government,5000,5000 Taxes on goods and services,2018,3185.484
FED,Federal or Central government,5000,5000 Taxes on goods and services,2019,3192.119
FED,Federal or Central government,5000,5000 Taxes on goods and services,2020,3027.748
FED,Federal or Central government,5000,5000 Taxes on goods and services,2021,3665.242
NES,Total,5000,5000 Taxes on goods and services,2004,659.816
NES,Total,5000,5000 Taxes on goods and services,2005,655.654
NES,Total,5000,5000 Taxes on goods and services,2006,714.585
NES,Total,5000,5000 Taxes on goods and services,2007,847.873
NES,Total,5000,5000 Taxes on goods and services,2008,987.716
NES,Total,5000,5000 Taxes on goods and services,2009,1034.976
NES,Total,5000,5000 Taxes on goods and services,2010,1281.187
NES,Total,5000,5000 Taxes on goods and services,2011,1369.552
NES,Total,5000,5000 Taxes on goods and services,2012,1640.425
NES,Total,5000,5000 Taxes on goods and services,2013,1732.3
NES,Total,5000,5000 Taxes on goods and services,2014,2116.794
NES,Total,5000,5000 Taxes on goods and services,2015,2220.954
NES,Total,5000,5000 Taxes on goods and services,2016,2260.606
NES,Total,5000,5000 Taxes on goods and services,2017,2519.342
NES,Total,5000,5000 Taxes on goods and services,2018,3185.484
NES,Total,5000,5000 Taxes on goods and services,2019,3192.119
NES,Total,5000,5000 Taxes on goods and services,2020,3027.748
NES,Total,5000,5000 Taxes on goods and services,2021,3665.242
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2004,659.816
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2005,655.654
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2006,714.585
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2007,847.873
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2008,987.716
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2009,1034.976
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2010,1281.187
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2011,1369.552
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2012,1640.425
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2013,1732.3
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2014,2116.794
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2015,2220.954
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2016,2260.606
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2017,2519.342
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2018,3185.484
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2019,3192.119
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2020,3027.748
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2021,3665.242
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2004,659.816
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2005,655.654
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2006,714.585
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2007,847.873
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2008,987.716
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2009,1034.976
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2010,1281.187
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2011,1369.552
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2012,1640.425
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2013,1732.3
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2014,2116.794
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2015,2220.954
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2016,2260.606
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2017,2519.342
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2018,3185.484
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2019,3192.119
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2020,3027.748
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2021,3665.242
FED,Federal or Central government,5110,5110 General taxes on goods and services,2004,659.816
FED,Federal or Central government,5110,5110 General taxes on goods and services,2005,655.654
FED,Federal or Central government,5110,5110 General taxes on goods and services,2006,714.585
FED,Federal or Central government,5110,5110 General taxes on goods and services,2007,847.873
FED,Federal or Central government,5110,5110 General taxes on goods and services,2008,987.716
FED,Federal or Central government,5110,5110 General taxes on goods and services,2009,1034.976
FED,Federal or Central government,5110,5110 General taxes on goods and services,2010,1281.187
FED,Federal or Central government,5110,5110 General taxes on goods and services,2011,1369.552
FED,Federal or Central government,5110,5110 General taxes on goods and services,2012,1640.425
FED,Federal or Central government,5110,5110 General taxes on goods and services,2013,1732.3
FED,Federal or Central government,5110,5110 General taxes on goods and services,2014,2116.794
FED,Federal or Central government,5110,5110 General taxes on goods and services,2015,2210.184
FED,Federal or Central government,5110,5110 General taxes on goods and services,2016,2253.986
FED,Federal or Central government,5110,5110 General taxes on goods and services,2017,2414.009
FED,Federal or Central government,5110,5110 General taxes on goods and services,2018,2880.249
FED,Federal or Central government,5110,5110 General taxes on goods and services,2019,2906.641
FED,Federal or Central government,5110,5110 General taxes on goods and services,2020,2607.66
FED,Federal or Central government,5110,5110 General taxes on goods and services,2021,3121.55
NES,Total,5110,5110 General taxes on goods and services,2004,659.816
NES,Total,5110,5110 General taxes on goods and services,2005,655.654
NES,Total,5110,5110 General taxes on goods and services,2006,714.585
NES,Total,5110,5110 General taxes on goods and services,2007,847.873
NES,Total,5110,5110 General taxes on goods and services,2008,987.716
NES,Total,5110,5110 General taxes on goods and services,2009,1034.976
NES,Total,5110,5110 General taxes on goods and services,2010,1281.187
NES,Total,5110,5110 General taxes on goods and services,2011,1369.552
NES,Total,5110,5110 General taxes on goods and services,2012,1640.425
NES,Total,5110,5110 General taxes on goods and services,2013,1732.3
NES,Total,5110,5110 General taxes on goods and services,2014,2116.794
NES,Total,5110,5110 General taxes on goods and services,2015,2210.184
NES,Total,5110,5110 General taxes on goods and services,2016,2253.986
NES,Total,5110,5110 General taxes on goods and services,2017,2414.009
NES,Total,5110,5110 General taxes on goods and services,2018,2880.249
NES,Total,5110,5110 General taxes on goods and services,2019,2906.641
NES,Total,5110,5110 General taxes on goods and services,2020,2607.66
NES,Total,5110,5110 General taxes on goods and services,2021,3121.55
FED,Federal or Central government,5111,5111 Value added taxes,2004,659.816
FED,Federal or Central government,5111,5111 Value added taxes,2005,655.654
FED,Federal or Central government,5111,5111 Value added taxes,2006,714.585
FED,Federal or Central government,5111,5111 Value added taxes,2007,847.873
FED,Federal or Central government,5111,5111 Value added taxes,2008,987.716
FED,Federal or Central government,5111,5111 Value added taxes,2009,1034.976
FED,Federal or Central government,5111,5111 Value added taxes,2010,1281.187
FED,Federal or Central government,5111,5111 Value added taxes,2011,1369.552
FED,Federal or Central government,5111,5111 Value added taxes,2012,1640.425
FED,Federal or Central government,5111,5111 Value added taxes,2013,1732.3
FED,Federal or Central government,5111,5111 Value added taxes,2014,2116.794
FED,Federal or Central government,5111,5111 Value added taxes,2015,2210.184
FED,Federal or Central government,5111,5111 Value added taxes,2016,2253.986
FED,Federal or Central government,5111,5111 Value added taxes,2017,2414.009
FED,Federal or Central government,5111,5111 Value added taxes,2018,2880.249
FED,Federal or Central government,5111,5111 Value added taxes,2019,2906.641
FED,Federal or Central government,5111,5111 Value added taxes,2020,2607.66
FED,Federal or Central government,5111,5111 Value added taxes,2021,3121.55
NES,Total,5111,5111 Value added taxes,2004,659.816
NES,Total,5111,5111 Value added taxes,2005,655.654
NES,Total,5111,5111 Value added taxes,2006,714.585
NES,Total,5111,5111 Value added taxes,2007,847.873
NES,Total,5111,5111 Value added taxes,2008,987.716
NES,Total,5111,5111 Value added taxes,2009,1034.976
NES,Total,5111,5111 Value added taxes,2010,1281.187
NES,Total,5111,5111 Value added taxes,2011,1369.552
NES,Total,5111,5111 Value added taxes,2012,1640.425
NES,Total,5111,5111 Value added taxes,2013,1732.3
NES,Total,5111,5111 Value added taxes,2014,2116.794
NES,Total,5111,5111 Value added taxes,2015,2210.184
NES,Total,5111,5111 Value added taxes,2016,2253.986
NES,Total,5111,5111 Value added taxes,2017,2414.009
NES,Total,5111,5111 Value added taxes,2018,2880.249
NES,Total,5111,5111 Value added taxes,2019,2906.641
NES,Total,5111,5111 Value added taxes,2020,2607.66
NES,Total,5111,5111 Value added taxes,2021,3121.55
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2004,246.661
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2005,252.172
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2006,270.351
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2007,319.629
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2008,368.742
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2009,362.632
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2010,473.487
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2011,495.676
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2012,568.796
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2013,552.048
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2014,705.095
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2015,780.074
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2016,798.186
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2017,795.215
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2018,880.346
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2019,896.008
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2020,661.731
FED,Federal or Central government,5111_L01_LSO,VAT on imports,2021,840.805
NES,Total,5111_L01_LSO,VAT on imports,2004,246.661
NES,Total,5111_L01_LSO,VAT on imports,2005,252.172
NES,Total,5111_L01_LSO,VAT on imports,2006,270.351
NES,Total,5111_L01_LSO,VAT on imports,2007,319.629
NES,Total,5111_L01_LSO,VAT on imports,2008,368.742
NES,Total,5111_L01_LSO,VAT on imports,2009,362.632
NES,Total,5111_L01_LSO,VAT on imports,2010,473.487
NES,Total,5111_L01_LSO,VAT on imports,2011,495.676
NES,Total,5111_L01_LSO,VAT on imports,2012,568.796
NES,Total,5111_L01_LSO,VAT on imports,2013,552.048
NES,Total,5111_L01_LSO,VAT on imports,2014,705.095
NES,Total,5111_L01_LSO,VAT on imports,2015,780.074
NES,Total,5111_L01_LSO,VAT on imports,2016,798.186
NES,Total,5111_L01_LSO,VAT on imports,2017,795.215
NES,Total,5111_L01_LSO,VAT on imports,2018,880.346
NES,Total,5111_L01_LSO,VAT on imports,2019,896.008
NES,Total,5111_L01_LSO,VAT on imports,2020,661.731
NES,Total,5111_L01_LSO,VAT on imports,2021,840.805
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2004,413.154
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2005,403.482
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2006,444.234
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2007,528.243
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2008,618.974
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2009,672.344
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2010,807.7
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2011,873.876
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2012,1071.629
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2013,1180.252
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2014,1411.699
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2015,1430.11
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2016,1455.8
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2017,1618.794
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2018,1999.903
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2019,2010.633
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2020,1945.929
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2021,2280.745
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2004,413.154
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2005,403.482
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2006,444.234
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2007,528.243
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2008,618.974
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2009,672.344
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2010,807.7
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2011,873.876
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2012,1071.629
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2013,1180.252
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2014,1411.699
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2015,1430.11
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2016,1455.8
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2017,1618.794
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2018,1999.903
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2019,2010.633
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2020,1945.929
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2021,2280.745
FED,Federal or Central government,5112,5112 Sales tax,2004,0.0
FED,Federal or Central government,5112,5112 Sales tax,2005,0.0
FED,Federal or Central government,5112,5112 Sales tax,2006,0.0
FED,Federal or Central government,5112,5112 Sales tax,2007,0.0
FED,Federal or Central government,5112,5112 Sales tax,2008,0.0
FED,Federal or Central government,5112,5112 Sales tax,2009,0.0
FED,Federal or Central government,5112,5112 Sales tax,2010,0.0
FED,Federal or Central government,5112,5112 Sales tax,2011,0.0
FED,Federal or Central government,5112,5112 Sales tax,2012,0.0
FED,Federal or Central government,5112,5112 Sales tax,2013,0.0
FED,Federal or Central government,5112,5112 Sales tax,2014,0.0
FED,Federal or Central government,5112,5112 Sales tax,2015,0.0
FED,Federal or Central government,5112,5112 Sales tax,2016,0.0
FED,Federal or Central government,5112,5112 Sales tax,2017,0.0
FED,Federal or Central government,5112,5112 Sales tax,2018,0.0
FED,Federal or Central government,5112,5112 Sales tax,2019,0.0
FED,Federal or Central government,5112,5112 Sales tax,2020,0.0
FED,Federal or Central government,5112,5112 Sales tax,2021,0.0
NES,Total,5112,5112 Sales tax,2004,0.0
NES,Total,5112,5112 Sales tax,2005,0.0
NES,Total,5112,5112 Sales tax,2006,0.0
NES,Total,5112,5112 Sales tax,2007,0.0
NES,Total,5112,5112 Sales tax,2008,0.0
NES,Total,5112,5112 Sales tax,2009,0.0
NES,Total,5112,5112 Sales tax,2010,0.0
NES,Total,5112,5112 Sales tax,2011,0.0
