GOV,Level of government,TAX,Revenue category,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
NES,Total,1210_L02_LSO,Gambling levy,2019,2019,LSL,Loti,6,Millions,,,7.13,,
NES,Total,1210_L02_LSO,Gambling levy,2020,2020,LSL,Loti,6,Millions,,,3.459,,
NES,Total,1210_L02_LSO,Gambling levy,2021,2021,LSL,Loti,6,Millions,,,3.775,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2004,2004,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2005,2005,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2006,2006,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2007,2007,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2008,2008,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2009,2009,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2010,2010,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2011,2011,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2012,2012,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2013,2013,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2014,2014,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2015,2015,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2016,2016,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2017,2017,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2018,2018,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2019,2019,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2020,2020,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1220,1220 On capital gains of corporates,2021,2021,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2004,2004,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2005,2005,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2006,2006,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2007,2007,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2008,2008,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2009,2009,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2010,2010,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2011,2011,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2012,2012,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2013,2013,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2014,2014,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2015,2015,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2016,2016,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2017,2017,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2018,2018,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2019,2019,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2020,2020,LSL,Loti,6,Millions,,,0,,
NES,Total,1220,1220 On capital gains of corporates,2021,2021,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2004,2004,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2005,2005,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2006,2006,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2007,2007,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2008,2008,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2009,2009,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2010,2010,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2011,2011,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2012,2012,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2013,2013,LSL,Loti,6,Millions,,,15.287,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2014,2014,LSL,Loti,6,Millions,,,22.821,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2015,2015,LSL,Loti,6,Millions,,,34.087,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2016,2016,LSL,Loti,6,Millions,,,48.174,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2017,2017,LSL,Loti,6,Millions,,,33.419,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2018,2018,LSL,Loti,6,Millions,,,33.225,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2019,2019,LSL,Loti,6,Millions,,,29.26,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2020,2020,LSL,Loti,6,Millions,,,30.593,,
FED,Federal or Central government,1300,1300 Unallocable between 1100 and 1200,2021,2021,LSL,Loti,6,Millions,,,40.64,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2004,2004,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2005,2005,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2006,2006,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2007,2007,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2008,2008,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2009,2009,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2010,2010,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2011,2011,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2012,2012,LSL,Loti,6,Millions,,,0,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2013,2013,LSL,Loti,6,Millions,,,15.287,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2014,2014,LSL,Loti,6,Millions,,,22.821,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2015,2015,LSL,Loti,6,Millions,,,34.087,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2016,2016,LSL,Loti,6,Millions,,,48.174,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2017,2017,LSL,Loti,6,Millions,,,33.419,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2018,2018,LSL,Loti,6,Millions,,,33.225,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2019,2019,LSL,Loti,6,Millions,,,29.26,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2020,2020,LSL,Loti,6,Millions,,,30.593,,
NES,Total,1300,1300 Unallocable between 1100 and 1200,2021,2021,LSL,Loti,6,Millions,,,40.64,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2004,2004,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2005,2005,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2006,2006,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2007,2007,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2008,2008,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2009,2009,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2010,2010,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2011,2011,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2012,2012,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2013,2013,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2014,2014,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2015,2015,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2016,2016,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2017,2017,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2018,2018,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2019,2019,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2020,2020,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,2000,2000 Social security contributions (SSC),2021,2021,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2004,2004,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2005,2005,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2006,2006,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2007,2007,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2008,2008,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2009,2009,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2010,2010,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2011,2011,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2012,2012,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2013,2013,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2014,2014,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2015,2015,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2016,2016,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2017,2017,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2018,2018,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2019,2019,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2020,2020,LSL,Loti,6,Millions,,,0,,
NES,Total,2000,2000 Social security contributions (SSC),2021,2021,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2004,2004,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2005,2005,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2006,2006,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2007,2007,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2008,2008,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2009,2009,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2010,2010,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2011,2011,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2012,2012,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2013,2013,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2014,2014,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2015,2015,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2016,2016,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2017,2017,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2018,2018,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2019,2019,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2020,2020,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,3000,3000 Taxes on payroll and workforce,2021,2021,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2004,2004,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2005,2005,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2006,2006,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2007,2007,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2008,2008,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2009,2009,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2010,2010,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2011,2011,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2012,2012,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2013,2013,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2014,2014,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2015,2015,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2016,2016,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2017,2017,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2018,2018,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2019,2019,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2020,2020,LSL,Loti,6,Millions,,,0,,
NES,Total,3000,3000 Taxes on payroll and workforce,2021,2021,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2004,2004,LSL,Loti,6,Millions,,,659.816,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2005,2005,LSL,Loti,6,Millions,,,655.654,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2006,2006,LSL,Loti,6,Millions,,,714.585,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2007,2007,LSL,Loti,6,Millions,,,847.873,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2008,2008,LSL,Loti,6,Millions,,,987.716,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2009,2009,LSL,Loti,6,Millions,,,1034.976,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2010,2010,LSL,Loti,6,Millions,,,1281.187,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2011,2011,LSL,Loti,6,Millions,,,1369.552,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2012,2012,LSL,Loti,6,Millions,,,1640.425,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2013,2013,LSL,Loti,6,Millions,,,1732.3,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2014,2014,LSL,Loti,6,Millions,,,2116.794,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2015,2015,LSL,Loti,6,Millions,,,2220.954,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2016,2016,LSL,Loti,6,Millions,,,2260.606,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2017,2017,LSL,Loti,6,Millions,,,2519.342,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2018,2018,LSL,Loti,6,Millions,,,3185.484,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2019,2019,LSL,Loti,6,Millions,,,3192.119,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2020,2020,LSL,Loti,6,Millions,,,3027.748,,
FED,Federal or Central government,5000,5000 Taxes on goods and services,2021,2021,LSL,Loti,6,Millions,,,3665.242,,
NES,Total,5000,5000 Taxes on goods and services,2004,2004,LSL,Loti,6,Millions,,,659.816,,
NES,Total,5000,5000 Taxes on goods and services,2005,2005,LSL,Loti,6,Millions,,,655.654,,
NES,Total,5000,5000 Taxes on goods and services,2006,2006,LSL,Loti,6,Millions,,,714.585,,
NES,Total,5000,5000 Taxes on goods and services,2007,2007,LSL,Loti,6,Millions,,,847.873,,
NES,Total,5000,5000 Taxes on goods and services,2008,2008,LSL,Loti,6,Millions,,,987.716,,
NES,Total,5000,5000 Taxes on goods and services,2009,2009,LSL,Loti,6,Millions,,,1034.976,,
NES,Total,5000,5000 Taxes on goods and services,2010,2010,LSL,Loti,6,Millions,,,1281.187,,
NES,Total,5000,5000 Taxes on goods and services,2011,2011,LSL,Loti,6,Millions,,,1369.552,,
NES,Total,5000,5000 Taxes on goods and services,2012,2012,LSL,Loti,6,Millions,,,1640.425,,
NES,Total,5000,5000 Taxes on goods and services,2013,2013,LSL,Loti,6,Millions,,,1732.3,,
NES,Total,5000,5000 Taxes on goods and services,2014,2014,LSL,Loti,6,Millions,,,2116.794,,
NES,Total,5000,5000 Taxes on goods and services,2015,2015,LSL,Loti,6,Millions,,,2220.954,,
NES,Total,5000,5000 Taxes on goods and services,2016,2016,LSL,Loti,6,Millions,,,2260.606,,
NES,Total,5000,5000 Taxes on goods and services,2017,2017,LSL,Loti,6,Millions,,,2519.342,,
NES,Total,5000,5000 Taxes on goods and services,2018,2018,LSL,Loti,6,Millions,,,3185.484,,
NES,Total,5000,5000 Taxes on goods and services,2019,2019,LSL,Loti,6,Millions,,,3192.119,,
NES,Total,5000,5000 Taxes on goods and services,2020,2020,LSL,Loti,6,Millions,,,3027.748,,
NES,Total,5000,5000 Taxes on goods and services,2021,2021,LSL,Loti,6,Millions,,,3665.242,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2004,2004,LSL,Loti,6,Millions,,,659.816,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2005,2005,LSL,Loti,6,Millions,,,655.654,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2006,2006,LSL,Loti,6,Millions,,,714.585,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2007,2007,LSL,Loti,6,Millions,,,847.873,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2008,2008,LSL,Loti,6,Millions,,,987.716,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2009,2009,LSL,Loti,6,Millions,,,1034.976,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2010,2010,LSL,Loti,6,Millions,,,1281.187,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2011,2011,LSL,Loti,6,Millions,,,1369.552,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2012,2012,LSL,Loti,6,Millions,,,1640.425,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2013,2013,LSL,Loti,6,Millions,,,1732.3,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2014,2014,LSL,Loti,6,Millions,,,2116.794,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2015,2015,LSL,Loti,6,Millions,,,2220.954,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2016,2016,LSL,Loti,6,Millions,,,2260.606,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2017,2017,LSL,Loti,6,Millions,,,2519.342,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2018,2018,LSL,Loti,6,Millions,,,3185.484,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2019,2019,LSL,Loti,6,Millions,,,3192.119,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2020,2020,LSL,Loti,6,Millions,,,3027.748,,
FED,Federal or Central government,5100,"5100 Taxes on production, sale, transfer, etc",2021,2021,LSL,Loti,6,Millions,,,3665.242,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2004,2004,LSL,Loti,6,Millions,,,659.816,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2005,2005,LSL,Loti,6,Millions,,,655.654,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2006,2006,LSL,Loti,6,Millions,,,714.585,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2007,2007,LSL,Loti,6,Millions,,,847.873,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2008,2008,LSL,Loti,6,Millions,,,987.716,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2009,2009,LSL,Loti,6,Millions,,,1034.976,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2010,2010,LSL,Loti,6,Millions,,,1281.187,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2011,2011,LSL,Loti,6,Millions,,,1369.552,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2012,2012,LSL,Loti,6,Millions,,,1640.425,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2013,2013,LSL,Loti,6,Millions,,,1732.3,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2014,2014,LSL,Loti,6,Millions,,,2116.794,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2015,2015,LSL,Loti,6,Millions,,,2220.954,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2016,2016,LSL,Loti,6,Millions,,,2260.606,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2017,2017,LSL,Loti,6,Millions,,,2519.342,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2018,2018,LSL,Loti,6,Millions,,,3185.484,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2019,2019,LSL,Loti,6,Millions,,,3192.119,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2020,2020,LSL,Loti,6,Millions,,,3027.748,,
NES,Total,5100,"5100 Taxes on production, sale, transfer, etc",2021,2021,LSL,Loti,6,Millions,,,3665.242,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2004,2004,LSL,Loti,6,Millions,,,659.816,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2005,2005,LSL,Loti,6,Millions,,,655.654,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2006,2006,LSL,Loti,6,Millions,,,714.585,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2007,2007,LSL,Loti,6,Millions,,,847.873,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2008,2008,LSL,Loti,6,Millions,,,987.716,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2009,2009,LSL,Loti,6,Millions,,,1034.976,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2010,2010,LSL,Loti,6,Millions,,,1281.187,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2011,2011,LSL,Loti,6,Millions,,,1369.552,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2012,2012,LSL,Loti,6,Millions,,,1640.425,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2013,2013,LSL,Loti,6,Millions,,,1732.3,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2014,2014,LSL,Loti,6,Millions,,,2116.794,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2015,2015,LSL,Loti,6,Millions,,,2210.184,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2016,2016,LSL,Loti,6,Millions,,,2253.986,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2017,2017,LSL,Loti,6,Millions,,,2414.009,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2018,2018,LSL,Loti,6,Millions,,,2880.249,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2019,2019,LSL,Loti,6,Millions,,,2906.641,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2020,2020,LSL,Loti,6,Millions,,,2607.66,,
FED,Federal or Central government,5110,5110 General taxes on goods and services,2021,2021,LSL,Loti,6,Millions,,,3121.55,,
NES,Total,5110,5110 General taxes on goods and services,2004,2004,LSL,Loti,6,Millions,,,659.816,,
NES,Total,5110,5110 General taxes on goods and services,2005,2005,LSL,Loti,6,Millions,,,655.654,,
NES,Total,5110,5110 General taxes on goods and services,2006,2006,LSL,Loti,6,Millions,,,714.585,,
NES,Total,5110,5110 General taxes on goods and services,2007,2007,LSL,Loti,6,Millions,,,847.873,,
NES,Total,5110,5110 General taxes on goods and services,2008,2008,LSL,Loti,6,Millions,,,987.716,,
NES,Total,5110,5110 General taxes on goods and services,2009,2009,LSL,Loti,6,Millions,,,1034.976,,
NES,Total,5110,5110 General taxes on goods and services,2010,2010,LSL,Loti,6,Millions,,,1281.187,,
NES,Total,5110,5110 General taxes on goods and services,2011,2011,LSL,Loti,6,Millions,,,1369.552,,
NES,Total,5110,5110 General taxes on goods and services,2012,2012,LSL,Loti,6,Millions,,,1640.425,,
NES,Total,5110,5110 General taxes on goods and services,2013,2013,LSL,Loti,6,Millions,,,1732.3,,
NES,Total,5110,5110 General taxes on goods and services,2014,2014,LSL,Loti,6,Millions,,,2116.794,,
NES,Total,5110,5110 General taxes on goods and services,2015,2015,LSL,Loti,6,Millions,,,2210.184,,
NES,Total,5110,5110 General taxes on goods and services,2016,2016,LSL,Loti,6,Millions,,,2253.986,,
NES,Total,5110,5110 General taxes on goods and services,2017,2017,LSL,Loti,6,Millions,,,2414.009,,
NES,Total,5110,5110 General taxes on goods and services,2018,2018,LSL,Loti,6,Millions,,,2880.249,,
NES,Total,5110,5110 General taxes on goods and services,2019,2019,LSL,Loti,6,Millions,,,2906.641,,
NES,Total,5110,5110 General taxes on goods and services,2020,2020,LSL,Loti,6,Millions,,,2607.66,,
NES,Total,5110,5110 General taxes on goods and services,2021,2021,LSL,Loti,6,Millions,,,3121.55,,
FED,Federal or Central government,5111,5111 Value added taxes,2004,2004,LSL,Loti,6,Millions,,,659.816,,
